,name,address,kurtosis_oxygen,occupation,pregnant,education-num,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss,workclass
1200,Kenneth Mann,"49115 Katelyn Parkways Apt. 588
Port Brandon, DE 58359",11.43855144, Adm-clerical,f,13.0,1.547405787,90.4140625,13.05977115,0.0,161.5302378,0.47346368,"White|United-States
Bachelors -- Divorced|Own-child",193775.0,0.0,40.19241365, >50K,1.508361204,38.0,0.0, Private
1201,Ezequiel Dunham,"909 Edward Tunnel
North Lauren, GA 66712",, Exec-managerial,f,10.0,-0.420055138,60.828125,65.58762074,0.0,-1.099970877,1.029010972,"White|United-States
Some-college -- Married-civ-spouse|Husband",214541.0,1.0,74.10667031, >50K,146.75,40.0,0.0, Federal-gov
1202,Boyd Eiselein,"29941 Christopher Curve Apt. 682
Raychester, VA 32742",11.38367187, Exec-managerial,f,13.0,0.36238084200000004,,12.46200956,27828.0,174.37201530000004,0.248311134,"White|United-States
Bachelors -- Divorced|Not-in-family",202027.0,0.0,42.36024817, >50K,1.7048494980000002,50.0,0.0, Private
1203,Jimmy Miller,"2617 Parker Stravenue
Jimenezstad, SC 25879",0.7863448000000001, Transport-moving,t,9.0,9.469617465,57.7109375,89.19348876,0.0,-1.025980246,2.50720485,"White|United-States
HS-grad -- Never-married|Own-child",138768.0,1.0,39.78244595, <=50K,67.61120401,30.0,0.0, Private
1204,Charles Phillips,"0587 Joseph Lodge
South Stephanie, DC 18292",12.47540623, Adm-clerical,f,9.0,-0.46167786899999996,122.296875,14.20195817,3781.0,176.5732279,0.191707352,"White|United-States
HS-grad -- Married-civ-spouse|Husband",194630.0,0.0,53.41572793, <=50K,1.413043478,50.0,0.0, Private
1205,Manuel Dupre,"216 Elliott Squares
Lake Breannaborough, MD 31637",, Sales,f,12.0,2.231020769,90.5,13.17480992,0.0,,0.714062964,,208302.0,0.0,36.87754229, >50K,2.2984949830000003,,0.0, Self-emp-inc
1206,Granville Davis,"37734 Smith Ridge Apt. 758
Jamesside, VA 18431",9.019758569, Machine-op-inspct,f,9.0,1.843303665,82.546875,16.61890216,0.0,95.72392251,0.685181265,"White|United-States
HS-grad -- Never-married|Own-child",128346.0,0.0,38.85788598, <=50K,2.4565217390000003,40.0,0.0, Private
1207,Gilbert Parker,"12318 Diana Curve Suite 046
East Stevenview, OH 85308",1.346742515, Other-service,f,10.0,30.3466079,23.671875,62.25601782,0.0,1.18128119,5.157291159,"Black|Outlying-US(Guam-USVI-etc)
Some-college -- Never-married|Not-in-family",111797.0,1.0,31.17769369, <=50K,69.51086957,35.0,0.0, Private
1208,Donald Cooper,"7099 Miller Streets
Smithmouth, KY 43783",13.22013927, Craft_repair,f,9.0,-0.026444657000000003,,14.56776086,0.0,190.8566186,0.027009377999999997,"White|Poland
HS-grad -- Married-civ-spouse|Husband",157617.0,0.0,48.97990659, <=50K,1.321070234,40.0,0.0, Private
1209,John Flachs,"71064 White Viaduct Apt. 179
Elainetown, UT 34163",4.80555849, ?,f,3.0,9.43325125,52.09375,32.428349100000005,0.0,24.79350313,2.754759447,"White|Mexico
5th-6th -- Married-civ-spouse|Wife",206357.0,1.0,41.44205999, <=50K,8.00083612,40.0,0.0, ?
1210,Ivan Daniels,"98078 Jose Dale
Port Elizabeth, NM 43458",1.7944547240000002, Exec-managerial,F,13.0,0.02795377,137.671875,70.13464709,0.0,1.583736064,-0.190753581,"White|United-States
Bachelors -- Married-civ-spouse|Husband",125784.0,0.0,51.16457963, <=50K,33.49749164,40.0,0.0, Private
1211,Thomas Noe,"40353 Mike Meadows
North Kimberly, DC 85630",12.06878675, Craft-repair,f,13.0,0.150376599,138.6796875,15.69419063,0.0,153.2354199,-0.17266002100000002,"White|United-States
Bachelors -- Married-civ-spouse|Husband",238162.0,0.0,50.06947261, >50K,1.434782609,45.0,0.0, Private
1212,Reginald Johnson,"USNV Cox
FPO AP 28776",??, Prof-specialty,f,13.0,1.543538875,101.40625,60.55702859,0.0,3.579433144,0.443495212,"White|United-States
Bachelors -- Divorced|Not-in-family",176069.0,0.0,44.15198139, <=50K,24.27759197,45.0,0.0, Private
1213,Frank Fabre,"Unit 5601 Box 9838
DPO AP 95943",11.68888385, Sales,f,10.0,-0.04644931099999999,138.359375,12.56607582,4064.0,178.9062486,-0.24767034300000002,"White|United-States
Some-college -- Married-civ-spouse|Husband",146013.0,0.0,48.26226113, <=50K,1.66638796,40.0,0.0, Private
1214,Kenneth Murphy,"48641 Bailey Dale Apt. 743
New Amyfort, CO 58835",7.273687812, Adm-clerical,f,9.0,0.61971789,107.3515625,22.36540698,0.0,55.69090311,0.4661591370000001,"White|United-States
HS-grad -- Never-married|Own-child",193882.0,0.0,44.42613073, <=50K,3.3913043480000002,40.0,0.0, Federal-gov
1215,Mario Klein,"53313 Riley Lane
Williamland, KS 94741",7.267909677, Prof-specialty,f,3.0,-0.485959223,127.265625,23.61037174,0.0,55.20031745,-0.004389714,"White|United-States
5th-6th -- Married-civ-spouse|Husband",205580.0,0.0,54.61534302, <=50K,3.551839465,6.0,0.0, Local-gov
1216,Timothy Zachary,"691 Perez Extensions Apt. 214
Ginafort, FL 98629",7.595710221, Prof-specialty,f,16.0,-0.170913937,,17.79554884,0.0,69.59905286,0.07438531599999999,"White|United-States
Doctorate -- Married-civ-spouse|Husband",353012.0,0.0,52.27324484, >50K,3.026755853,50.0,1902.0, Self-emp-not-inc
1217,Andrew Harris,"16802 Crystal Burgs Apt. 915
Haydenfurt, TX 86912",6.915202039, Protective_serv,f,13.0,1.285554079,87.03125,19.00942126,0.0,57.16083048,0.597317678,"White|United-States
Bachelors -- Never-married|Not-in-family",309196.0,0.0,40.71987719, <=50K,3.547658863,40.0,0.0, Private
1218,Andrew Kelly,"21776 Case Cove Apt. 170
Burtonmouth, NJ 41439",4.460330548, Prof_specialty,f,10.0,-0.604808745,111.625,34.62142266,0.0,19.2829169,0.119766773,"White|United-States
Some-college -- Never-married|Own-child",29810.0,0.0,54.98451487, <=50K,8.030100334,40.0,0.0, Private
1219,Michael Castanada,"020 Matthew Spur Suite 612
Scottmouth, OR 43212",5.85006789, Exec-managerial,f,14.0,-0.119966258,133.2421875,29.77410473,0.0,34.73751947,-0.050664148,"Asian-Pac-Islander|Taiwan
Masters -- Married-civ-spouse|Husband",116358.0,0.0,49.97401608, >50K,5.513377926,40.0,0.0, Private
1220,Samuel Lauffer,"77145 Kristine Dale Apt. 823
South Blakehaven, MI 48178",15.09660581, Handlers-cleaners,f,9.0,0.27538540100000003,137.4375,11.40936506,0.0,271.3693619,-0.149813552,"Black|United-States
HS-grad -- Married-civ-spouse|Husband",188982.0,0.0,45.16095347, >50K,1.08361204,20.0,0.0, Private
1221,Patrick Roberts,"040 King Trafficway Apt. 414
Andrewfort, DC 55775",6.73447051, Craft-repair,f,9.0,0.317212963,122.28125,21.34462277,0.0,49.35960115,0.285440464,"White|United-States
HS-grad -- Married-civ-spouse|Husband",126010.0,0.0,47.00730287, <=50K,3.5568561869999997,40.0,0.0, Private
1222,Timothy Gulke,"89951 Nguyen Station Apt. 857
West Dwaynestad, NV 47503",4.358590867, Exec-managerial,f,10.0,8.742341031,53.71875,37.547692,0.0,19.43917792,2.744515077,"Black|United-States
Some-college -- Separated|Not-in-family",49797.0,1.0,43.47933013, <=50K,9.846153846,40.0,0.0, Private
1223,Matthew Futrell,"375 Jeanette Plaza Apt. 960
Fordborough, LA 34503",14.04122971, Sales,f,9.0,2.0433849669999997,92.03125,14.34059394,0.0,210.56609049999997,0.604326396,"White|United-States
HS-grad -- Married-civ-spouse|Husband",190044.0,0.0,38.77840441, <=50K,1.142976589,40.0,0.0, Self-emp-not-inc
1224,Bradley Adams,"08882 Bonnie Pike
Howardfurt, NC 15204",14.00243341, Exec-managerial,f,13.0,-0.365941411,126.8359375,11.29195962,0.0,253.56174159999998,-0.009276422,"White|Canada
Bachelors -- Married-civ-spouse|Husband",159219.0,0.0,49.69041302, >50K,1.293478261,40.0,0.0, State-gov
1225,Daniel Price,"Unit 9068 Box 5321
DPO AE 96612",11.00978326, Sales,f,10.0,-0.093348544,117.15625,12.04614732,0.0,179.46122340000005,0.168471188,"White|United-States
Some-college -- Married-civ-spouse|Wife",300783.0,0.0,53.1206524, >50K,1.9005016719999999,42.0,0.0, Private
1226,Michael Charron,"856 Lopez Rapids
West Nicholas, HI 15691",7.958683767, Adm-clerical,f,10.0,-0.048554512,142.3515625,24.11855060000001,0.0,65.00344877,0.05244754099999999,"Black|United-States
Some-college -- Never-married|Not-in-family",241857.0,0.0,48.77076318, <=50K,3.237458194,35.0,0.0, Private
1227,Robert Gerke,"820 Mark Drives
Michaelchester, OH 64396",12.0950323, Transport-moving,FALSE,13.0,0.360270494,99.9375,15.98506719,0.0,159.53237439999995,0.928824005,"White|?
Bachelors -- Never-married|Not-in-family",182926.0,1.0,55.62496489, <=50K,1.9857859530000002,40.0,0.0, Self-emp-not-inc
1228,Robert Richey,"1854 Nicole Courts
South Jeremyside, NC 39011",0.76994675, Sales,f,10.0,28.39143769,,74.62417341,0.0,-0.412583924,5.109232055,"White|United-States
Some-college -- Never-married|Own-child",104844.0,1.0,33.94751234, <=50K,76.30100334,15.0,0.0, Private
1229,Perry Campa,"8924 Curtis Trail
Petersonmouth, SD 27054",6.7478336589999985, Other_service,f,9.0,1.9895131590000001,78.875,22.59206724,0.0,49.52374023,1.359362275,"Black|United-States
HS-grad -- Married-civ-spouse|Wife",69927.0,0.0,52.10746108, <=50K,3.743311037,16.0,0.0, Private
1230,Sam Wright,"53597 Rush Station Apt. 611
East Andrea, MS 89891",2.663496019, Exec-managerial,f,10.0,34.64385111,,51.18912742,0.0,6.8657318960000016,5.507383047,"Black|United-States
Some-college -- Divorced|Not-in-family",176253.0,1.0,29.64315356, <=50K,22.295150500000002,40.0,0.0, Private
1231,Christopher Brown,"353 Robert Spurs Apt. 937
East Carrie, SD 75330",2.345499272, Transport-moving,f,10.0,40.50146538,32.625,60.52603206,0.0,4.566227882,6.007009546,"White|United-States
Some-college -- Divorced|Not-in-family",188786.0,1.0,30.070230300000002, <=50K,27.67809365,45.0,0.0, Private
1232,Rex Lester,"0209 Theresa Mall
East Christineburgh, HI 71516",7.253275992000001, Exec-managerial,f,9.0,1.222230548,89.7890625,22.26564941,0.0,56.06917559,0.539807018,"White|United-States
HS-grad -- Married-civ-spouse|Husband",198211.0,0.0,40.45322383, <=50K,3.373745819,40.0,0.0, Private
1233,Donnie Trout,"74491 Summer Streets Suite 908
Port Nancyhaven, KS 45930",, Handlers-cleaners,f,9.0,-0.274005175,,16.99655785,0.0,106.64609240000001,0.09285316699999999,"White|United-States
HS-grad -- Married-civ-spouse|Husband",217198.0,0.0,44.82002857, <=50K,2.435618729,10.0,0.0, Private
1234,Reginald Scott,"8407 Khan Plaza
Port Robert, LA 15332",1.833787993, Protective-serv,f,11.0,0.771035522,91.2265625,69.81180971,0.0,2.043154924,0.9687550970000001,"White|United-States
Assoc-voc -- Never-married|Not-in-family",189203.0,1.0,55.54210324, <=50K,35.82357860000001,40.0,0.0, Private
1235,Matthew Barry,"Unit 3881 Box 9328
DPO AE 56526",0.895259543, Exec-managerial,f,12.0,2.628986771,,81.38336707,0.0,-0.633357674,1.816040308,"White|United-States
Assoc-acdm -- Never-married|Not-in-family",244402.0,1.0,52.70195010000001, >50K,64.56521739,40.0,0.0, Private
1236,William Stone,"535 Cabrera Wall Apt. 927
East David, TX 70904",, Adm-clerical,f,,-0.391453476,118.609375,31.45280882,0.0,,0.386486255,"Black|United-States
HS-grad -- Divorced|Unmarried",118909.0,0.0,53.196456999999995, <=50K,6.880434782999999,35.0,0.0,
1237,Anthony Hoffman,"164 Kristi Station Suite 000
Kimberlyfurt, PA 55642",9.914709589, Prof_specialty,f,13.0,0.259976589,107.0546875,13.69442241,0.0,130.7123354,0.48810557299999996,"White|United-States
Bachelors -- Never-married|Not-in-family",118736.0,0.0,48.24211538, <=50K,2.159698997,20.0,0.0, Private
1238,Lorenzo Thomas,"106 Gregory Port Suite 969
North Maxwelltown, MO 08225",0.182897218, Adm_clerical,F,10.0,14.99836007,19.3984375,64.61505196,0.0,-0.5958953229999999,3.970530161,"Black|United-States
Some-college -- Married-civ-spouse|Husband",253267.0,1.0,46.01839643, >50K,110.235786,36.0,1902.0, Private
1239,Tyler Kramer,"12307 Huang Ridges
Shelbyfort, MI 50370",5.118543829, Adm-clerical,f,10.0,-0.304359832,119.71875,24.78743623,0.0,27.90253372,-0.02552272,"White|United-States
Some-college -- Never-married|Not-in-family",306967.0,0.0,54.54584332, <=50K,5.2792642139999995,25.0,0.0, Private
1240,Phillip Orta,"028 Dalton Flats Apt. 044
Lisaland, VA 33774",5.21248672, Adm-clerical,f,11.0,0.077958789,135.3359375,34.12626272,0.0,26.87687721,-0.12833218,"White|United-States
Assoc-voc -- Married-civ-spouse|Husband",208137.0,0.0,43.82320257, <=50K,6.887123746,40.0,0.0, Private
1241,Salvador Donnell,"287 Jessica Springs Apt. 923
Santanaton, ND 40577",7.151723994,,FALSE,14.0,0.108238716,115.875,,,55.85660271,0.17864417800000001,,267717.0,0.0,46.07195459, >50K,3.52173913,42.0,0.0,
1242,Tyrone Campbell,"954 Melinda Manors Apt. 600
Nicoleside, DE 04422",-1.930117961, Transport-moving,f,9.0,-0.305232253,144.4296875,59.39168509,0.0,3.0011570489999997,-0.384979299,"White|United-States
HS-grad -- Married-civ-spouse|Husband",195554.0,0.0,56.98761976, <=50K,202.33193980000001,44.0,0.0, Private
1243,Frederick Goodman,"13769 Collins Rest
Mejiaside, SD 99287",9.738194423, Other-service,f,10.0,1.6056078740000002,84.8828125,17.3237809,0.0,107.6866976,0.53779689,"White|United-States
Some-college -- Never-married|Own-child",144911.0,0.0,39.28812263, <=50K,2.151337793,20.0,0.0, Private
1244,Richard Cole,"988 Kyle Mill Suite 780
East Marcusstad, TN 24028",1.908002243, Exec-managerial,f,9.0,10.988138000000001,62.65625,56.46458165,0.0,2.859558578,2.968952837,"White|United-States
HS-grad -- Married-civ-spouse|Husband",220585.0,1.0,38.24355287, >50K,29.58779264,55.0,0.0, Private
1245,Ricky Jones,"6305 Tara Freeway Suite 593
Cookfurt, TN 22102",-0.324682974, Craft-repair,f,9.0,0.12247399699999999,,101.2555411,0.0,-1.790749711,0.35356919,"White|United-States
HS-grad -- Married-civ-spouse|Husband",193026.0,0.0,48.40976966, >50K,123.4406355,50.0,0.0, Local-gov
1246,Edward Bragg,"69225 Phillips Island
Zacharyberg, NC 71838",13.98180856, Sales,f,9.0,-0.5217515779999999,125.3984375,14.5571234,0.0,205.75913490000002,0.111789383,"White|United-States
HS-grad -- Married-civ-spouse|Husband",185385.0,0.0,56.23699014, >50K,1.128762542,65.0,0.0, Private
1247,George Verrill,"1588 Melissa Vista
Douglasfurt, AR 65520",2.3964932080000003, Prof-specialty,f,13.0,0.993613107,95.0078125,62.60253242,0.0,4.4452489680000005,1.003758981,"White|United-States
Bachelors -- Married-civ-spouse|Husband",122353.0,1.0,47.68098679, >50K,25.43645485,45.0,0.0, State-gov
1248,Byron Saari,"520 Amanda Path
Port Loriborough, AR 42069",7.915987703, Adm_clerical,f,9.0,0.33915706700000003,,23.90392703,0.0,65.56476953,0.25396305399999997,"White|United-States
HS-grad -- Never-married|Not-in-family",235197.0,0.0,41.64741092, <=50K,3.3729096989999996,38.0,0.0, Private
1249,Ruben Underwood,"179 Murphy Viaduct Apt. 313
Braunshire, HI 72647",??, Machine-op-inspct,f,9.0,17.38148313,50.9296875,57.92865293,0.0,4.419700221,3.6477399239999997,"White|United-States
HS-grad -- Married-civ-spouse|Husband",162825.0,1.0,32.59413856, >50K,33.86036789,40.0,0.0, Private
1250,Leonard Collins,"520 Karen Drive
West Amy, MO 45630",0.205162319, Exec-managerial,f,14.0,24.27063395,14.6328125,54.77622617,0.0,0.17323877199999999,4.834015378999999,"White|United-States
Masters -- Never-married|Own-child",335421.0,1.0,34.37587978, <=50K,125.3294314,40.0,0.0, Private
1251,Charles Fink,"PSC 9362, Box 9153
APO AP 52243",6.554087713, Exec-managerial,f,14.0,0.15318406199999998,,22.53548813,0.0,45.14003687,0.009286216,"White|United-States
Masters -- Married-civ-spouse|Husband",299635.0,0.0,43.76953735, >50K,3.6747491639999996,50.0,1902.0, Private
1252,James Ziegler,"6205 Christian Grove
Josephton, MD 56669",, Sales,f,9.0,0.398824544,137.8515625,17.19146895,0.0,121.2550481,-0.34971446100000003,"White|United-States
HS-grad -- Married-civ-spouse|Husband",256861.0,0.0,43.49516673, <=50K,1.956521739,80.0,0.0, Private
1253,Travis Gordon,"283 Erin Shoal Suite 767
Rodneymouth, PA 85306",8.25431081, Prof-specialty,f,13.0,-0.378408405,121.7421875,18.69661152,0.0,80.68534971,-0.028381467,"White|United-States
Bachelors -- Never-married|Not-in-family",151322.0,0.0,52.62666952, <=50K,3.123745819,40.0,0.0, State-gov
1254,Lyle Mcdonald,"USCGC Hodge
FPO AP 04614",-0.933087708, Machine-op-inspct,f,6.0,0.8806098790000001,90.5703125,73.97177722,0.0,-0.37153158299999994,1.238811579,"Black|United-States
10th -- Widowed|Not-in-family",382802.0,1.0,54.4532029, <=50K,152.41973240000004,40.0,1590.0, Private
1255,Eugene Coppock,"731 Moore Shore
Beckershire, AK 77615",1.128142114, Other-service,F,9.0,28.06014478,28.34375,71.16328516,0.0,0.326350843,4.818364841,"White|United-States
HS-grad -- Never-married|Not-in-family",187392.0,1.0,31.81401949, <=50K,57.37709029999999,40.0,0.0, Private
1256,Virgil Jackson,"2338 Ryan Trace Apt. 864
Port Catherine, ND 29396",1.231089551, Tech-support,f,14.0,12.29088063,44.796875,66.8300248,0.0,0.7541031340000001,3.508988515,"White|United-States
Masters -- Divorced|Not-in-family",606752.0,1.0,44.72404264, <=50K,57.56688963,40.0,0.0, Private
1257,Richard Stokes,"PSC 6026, Box 2244
APO AA 76838",6.77772043, Craft-repair,f,9.0,-0.456871013,,20.01211719,0.0,54.57022881,0.33513114,"White|United-States
HS-grad -- Never-married|Own-child",366900.0,0.0,58.92100228, <=50K,3.867056856,40.0,0.0, Private
1258,Alfonso Hines,"348 Dean Viaduct Suite 152
East Richard, VT 21658",??, Adm-clerical,f,13.0,21.17597987,46.2734375,79.94717264,0.0,-0.93197616,3.667177223,"Asian-Pac-Islander|United-States
Bachelors -- Never-married|Not-in-family",162593.0,1.0,31.46469123, <=50K,77.08026756,40.0,0.0, Private
1259,Ronald Vernon,"93783 Koch Shore
Bowersborough, NV 11345",14.21527123, Protective-serv,f,13.0,0.06569784599999999,121.65625,11.82998538,2907.0,237.7898682,0.113922565,"White|United-States
Bachelors -- Never-married|Not-in-family",55674.0,0.0,46.22185588, <=50K,1.045986622,40.0,0.0, Private
1260,Carlos Jacobs,"Unit 6970 Box 2029
DPO AP 51889",8.887788755, Sales,f,10.0,-0.252855108,118.8359375,21.11875419,0.0,82.95815266,-0.11005960699999999,"White|United-States
Some-college -- Divorced|Not-in-family",150217.0,0.0,53.11349542, <=50K,2.675585284,38.0,0.0, Private
1261,Oliver Brawn,"53669 Rachel Islands Suite 963
New Jennifer, GA 06412",10.06417647, Machine-op-inspct,f,10.0,-0.329046296,133.9765625,17.83814958,0.0,108.2407414,-0.125244006,"Black|United-States
Some-college -- Never-married|Not-in-family",166235.0,0.0,51.02396264, <=50K,2.015886288,30.0,0.0, Private
1262,Calvin Daniels,"198 Lewis Cove
Lake James, TN 36349",10.13076016, Craft-repair,f,8.0,0.36952738,98.15625,16.93185639,0.0,120.73223780000001,0.415051328,"White|United-States
12th -- Divorced|Not-in-family",220563.0,0.0,47.33267197, <=50K,2.454849498,40.0,0.0, Private
1263,Wayne Smith,"173 Dickerson Cliffs
Huntton, IL 95311",2.591523524, Prof-specialty,f,12.0,2.924549748,86.1015625,61.99321753,0.0,5.33872771,1.41847599,"White|United-States
Assoc-acdm -- Divorced|Not-in-family",202872.0,1.0,48.07559799, >50K,23.45150502,40.0,0.0, Private
1264,John Dempsey,"USNV Munoz
FPO AP 20408",5.649555467000001, Machine_op_inspct,f,8.0,-0.007615821,140.1328125,25.51326706,0.0,33.18983908,0.085895359,"White|United-States
12th -- Never-married|Own-child",132686.0,0.0,47.18967232, <=50K,4.842809365,50.0,0.0, Private
1265,Edgar Holbrook,"902 Figueroa Fields Suite 708
Davishaven, OK 14930",0.0002339, Tech-support,f,13.0,28.97053027,11.125,64.09768586,0.0,-1.074914215,5.41032139,"White|United-States
Bachelors -- Married-civ-spouse|Husband",232874.0,1.0,37.64451321, <=50K,130.006689,40.0,0.0, Private
1266,Marc Tafolla,"8438 Heather Views
East Tyler, SD 18063",4.92802771, Other-service,f,9.0,-0.47771886799999996,141.7578125,34.03831579,0.0,24.19988923,-0.290153282,"White|United-States
HS-grad -- Never-married|Unmarried",239098.0,0.0,56.26690664, <=50K,7.380434782999999,40.0,0.0, Private
1267,Adrian Alnutt,"8942 Kaufman Park
Jennifertown, AK 67798",, ?,t,13.0,0.187767463,,20.66350053,0.0,85.27751693,0.111360296,"White|?
Bachelors -- Never-married|Not-in-family",169886.0,0.0,47.61820138, <=50K,3.345317726,20.0,0.0, ?
1268,Jimmy Guerrero,"6371 Duke Viaduct
Sotoview, CA 10833",6.237878492, Transport-moving,f,10.0,0.306772373,112.703125,29.86044003,0.0,39.03803022,0.198636885,"White|United-States
Some-college -- Married-civ-spouse|Husband",185145.0,0.0,48.51890086, <=50K,5.045986622,57.0,0.0, Private
1269,Scott Arsenault,"24673 Rebecca Ville Suite 308
Tinaport, ND 89543",, Prof-specialty,f,14.0,-0.164824183,110.3359375,18.78386036,4386.0,62.91993460000001,0.44469972,"Asian-Pac-Islander|India
Masters -- Married-civ-spouse|Husband",70387.0,0.0,52.69195227, >50K,3.485785953,40.0,0.0, Private
1270,William Robinson,"78761 Jones Lake Apt. 310
Hawkinstown, NY 15016",1.915681139, Sales,f,10.0,-0.19918092699999998,,67.63356137,0.0,1.71884507,0.288273695,"White|United-States
Some-college -- Married-civ-spouse|Husband",230168.0,0.0,51.89235167, <=50K,29.03929766,91.0,0.0, Self-emp-inc
1271,Harry Mingus,"2437 Heather Fords
West Jason, KY 07205",11.22034009, Other-service,f,11.0,-0.10150438199999999,129.75,14.88743779,0.0,139.592614,0.162129107,"Black|United-States
Assoc-voc -- Married-civ-spouse|Husband",270324.0,0.0,47.05664804, <=50K,1.56187291,30.0,0.0, State-gov
1272,Grant Ard,"85739 Eric Throughway Apt. 867
South Timothy, MS 68918",8.091847214, Other-service,f,5.0,0.185964777,109.6171875,19.77418251,0.0,71.86328685,0.393423849,"White|United-States
9th -- Divorced|Not-in-family",215096.0,0.0,45.0633445, <=50K,2.836120401,20.0,0.0, Self-emp-not-inc
1273,James Bailey,"1283 Mata Via Apt. 312
New Brianton, WI 01269",2.902775235, Adm_clerical,f,13.0,-0.39445246100000003,118.0546875,56.80847853,0.0,6.8841078410000005,0.058796912,"White|United-States
Bachelors -- Never-married|Own-child",104293.0,0.0,53.47492236, <=50K,18.59113712,40.0,0.0, Private
1274,Robert Curry,"44814 Zamora Throughway
East Meganhaven, NE 48392",9.386928592, Prof-specialty,f,13.0,-0.433038442,,13.80305089,0.0,121.79367739999999,0.11570596699999999,"White|Italy
Bachelors -- Married-civ-spouse|Husband",123429.0,0.0,56.19229679, >50K,2.399665552,45.0,0.0, Self-emp-inc
1275,Mark Williams,"6754 Mora Forges
Lake Christopher, LA 77404",??, Exec-managerial,FALSE,10.0,0.9464348459999999,101.046875,20.65626263,0.0,62.89052726,0.46050377299999995,"White|Canada
Some-college -- Separated|Not-in-family",190403.0,0.0,43.50661936, <=50K,3.592809365,60.0,0.0, Private
1276,Tracy Johnson,"7935 Sarah Prairie Apt. 350
Gilbertville, KS 18270",10.16590541, Craft-repair,f,9.0,0.924778828,105.96875,19.69600038,0.0,106.93602050000001,0.582507876,"White|United-States
HS-grad -- Never-married|Own-child",306593.0,0.0,42.85275252, <=50K,2.12541806,40.0,0.0, Private
1277,George Gilpatrick,"2906 Mitchell Crest Apt. 568
Hollyton, OH 43755",15.88535622, Farming-fishing,,9.0,-0.544716348,127.703125,12.70974813,0.0,272.7822037,-0.09645868099999999,,273734.0,0.0,58.42427783, <=50K,1.107859532,20.0,, Local-gov
1278,Thomas Gass,"60999 Robin Village Apt. 056
Jeremyville, AK 11678",2.207758783, Prof-specialty,f,14.0,1.4880173509999999,82.9609375,59.36172863,0.0,3.461659814,0.686423525,"White|United-States
Masters -- Married-civ-spouse|Husband",223789.0,0.0,39.65070191, >50K,25.16220736,45.0,0.0, Self-emp-not-inc
1279,Chris Duncan,"Unit 8652 Box 5091
DPO AE 92528",7.85120501, Farming-fishing,f,9.0,1.1531643809999998,95.0078125,18.21774119,0.0,70.80193775,0.3475781,"White|United-States
HS-grad -- Married-civ-spouse|Wife",178948.0,0.0,40.21980546, <=50K,2.77006689,50.0,0.0, Self-emp-not-inc
1280,David Michel,"005 David Brook Apt. 098
Riveraville, TN 36172",2.04042602, Exec_managerial,f,13.0,30.64912859,35.4140625,51.02871377,4386.0,4.470146528,4.860644574,"White|United-States
Bachelors -- Married-civ-spouse|Husband",36214.0,1.0,30.11476158, >50K,33.01170569,47.0,0.0, Private
1281,Ramiro Abplanalp,"Unit 3180 Box 4950
DPO AP 79213",9.474991993, Exec_managerial,f,14.0,0.008835962,110.1875,13.82090139,0.0,122.60181090000002,0.197928015,"White|United-States
Masters -- Never-married|Own-child",115306.0,0.0,46.58204288, <=50K,2.244147157,40.0,0.0, Private
1282,Dana Guajardo,"04397 Jessica Burg
Lake Jamesberg, DC 18335",16.67351345, Other-service,FALSE,4.0,0.167140852,100.0078125,10.68805629,0.0,326.2116297,0.629075907,"Black|United-States
7th-8th -- Widowed|Not-in-family",407669.0,0.0,54.78587525, <=50K,0.827759197,35.0,0.0, Local-gov
1283,Shaun Keating,"427 Whitney Forges
East Christineton, CA 67884",7.042974791000002, Prof-specialty,f,13.0,1.279403109,92.5625,21.97352519,0.0,54.46979492,0.618777768,"White|United-States
Bachelors -- Never-married|Not-in-family",98941.0,0.0,41.0155744, >50K,3.703177258,40.0,0.0, Private
1284,David Chandler,"58108 Matthew Orchard
North Jacquelinemouth, GA 09685",??, Craft-repair,f,10.0,1.188437855,103.921875,11.29791588,0.0,292.92896960000013,0.470389977,"White|United-States
Some-college -- Never-married|Own-child",145011.0,0.0,42.75248702, <=50K,0.870401338,40.0,0.0, Private
1285,Charles Nelson,"4411 Cook Dale Apt. 296
New Andrewstad, CT 76151",, Exec-managerial,f,11.0,0.94304977,118.8671875,14.09856095,0.0,114.8597988,0.007251933,"White|United-States
Assoc-voc -- Married-civ-spouse|Husband",207120.0,0.0,40.38938813, >50K,2.575250836,38.0,0.0, State-gov
1286,Paul Kosiorek,"6003 Jenna Circle Apt. 854
East Janice, LA 49359",2.087576811, Other-service,f,7.0,14.44099494,48.0078125,58.83101018,0.0,3.5985811539999997,3.247050207,"White|United-States
11th -- Married-civ-spouse|Wife",51662.0,1.0,34.27838607, <=50K,30.99414716,40.0,0.0, Self-emp-not-inc
1287,Gregory Respress,"185 Smith Pines Apt. 767
Johnborough, DE 26144",0.871270859, Craft-repair,f,9.0,15.39874146,16.5390625,53.13709551,0.0,0.488218105,3.968126022,"White|United-States
HS-grad -- Married-civ-spouse|Husband",106742.0,1.0,42.74486489, <=50K,109.1831104,45.0,0.0, Private
